"qa_id","note_id","qa_score","error_count","compliance_flag","inserted_at"
"QA016944","N040969","75.97",0,"Yes","2026-01-08 03:11:25.735226"
"QA016945","N021590","78.44",3,"Yes","2026-01-08 03:11:25.735226"
"QA016946","N000728","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA016947","N028728","96.25",2,"Yes","2026-01-08 03:11:25.735226"
"QA016948","N048057","79.59",2,"Yes","2026-01-08 03:11:25.735226"
"QA016950","N030110","92.09",0,"Yes","2026-01-08 03:11:25.735226"
"QA016951","N000454","87.76",1,"No","2026-01-08 03:11:25.735226"
"QA016953","N035233","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016954","N002254","76.19",2,"Yes","2026-01-08 03:11:25.735226"
"QA016956","N008289","66.14",1,"No","2026-01-08 03:11:25.735226"
"QA016957","N016900","96.61",5,"Yes","2026-01-08 03:11:25.735226"
"QA016960","N016244","83.89",1,"No","2026-01-08 03:11:25.735226"
"QA016961","N001210","76.59",3,"Yes","2026-01-08 03:11:25.735226"
"QA016965","N025665","84.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA016966","N026473","76.96",4,"Yes","2026-01-08 03:11:25.735226"
"QA016967","N042574","81.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA016968","N031335","80.43",0,"Yes","2026-01-08 03:11:25.735226"
"QA016969","N019925","65.57",2,"No","2026-01-08 03:11:25.735226"
"QA016970","N015759","100.00",6,"Yes","2026-01-08 03:11:25.735226"
"QA016971","N006755","83.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA016972","N005899","82.67",4,"Yes","2026-01-08 03:11:25.735226"
"QA016974","N049917","83.78",1,"Yes","2026-01-08 03:11:25.735226"
"QA016976","N030403","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA016977","N008717","84.93",4,"Yes","2026-01-08 03:11:25.735226"
"QA016978","N013613","98.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA016979","N042607","93.29",1,"Yes","2026-01-08 03:11:25.735226"
"QA016980","N042383","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA016981","N048929","100.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA016982","N039479","72.81",5,"Yes","2026-01-08 03:11:25.735226"
"QA016983","N041288","78.72",1,"No","2026-01-08 03:11:25.735226"
"QA016984","N038726","76.91",2,"Yes","2026-01-08 03:11:25.735226"
"QA016985","N039446","75.95",5,"Yes","2026-01-08 03:11:25.735226"
"QA016987","N034106","78.49",2,"Yes","2026-01-08 03:11:25.735226"
"QA016988","N008578","92.15",3,"Yes","2026-01-08 03:11:25.735226"
"QA016993","N019032","82.37",3,"Yes","2026-01-08 03:11:25.735226"
"QA016994","N027846","75.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA016995","N028211","91.74",2,"Yes","2026-01-08 03:11:25.735226"
"QA016996","N016409","83.88",3,"Yes","2026-01-08 03:11:25.735226"
"QA017000","N019202","86.88",3,"Yes","2026-01-08 03:11:25.735226"
"QA017001","N021454","84.49",0,"Yes","2026-01-08 03:11:25.735226"
"QA017002","N034086","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA017003","N016274","70.56",2,"Yes","2026-01-08 03:11:25.735226"
"QA017004","N020866","86.20",1,"Yes","2026-01-08 03:11:25.735226"
"QA017005","N035819","88.55",2,"Yes","2026-01-08 03:11:25.735226"
"QA017006","N045040","74.50",1,"Yes","2026-01-08 03:11:25.735226"
"QA017007","N019629","93.45",2,"Yes","2026-01-08 03:11:25.735226"
"QA017008","N049014","66.17",4,"Yes","2026-01-08 03:11:25.735226"
"QA017009","N034128","88.22",1,"Yes","2026-01-08 03:11:25.735226"
"QA017010","N004316","62.06",1,"Yes","2026-01-08 03:11:25.735226"
"QA017011","N043050","87.53",5,"No","2026-01-08 03:11:25.735226"
"QA017012","N014700","84.51",2,"Yes","2026-01-08 03:11:25.735226"
"QA017013","N044982","86.22",2,"Yes","2026-01-08 03:11:25.735226"
"QA017014","N012093","90.72",3,"Yes","2026-01-08 03:11:25.735226"
"QA017016","N047205","77.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA017018","N028966","84.84",0,"Yes","2026-01-08 03:11:25.735226"
"QA017019","N028121","85.44",3,"Yes","2026-01-08 03:11:25.735226"
"QA017020","N046349","81.69",2,"No","2026-01-08 03:11:25.735226"
"QA017021","N041749","70.17",0,"Yes","2026-01-08 03:11:25.735226"
"QA017024","N044869","84.42",1,"Yes","2026-01-08 03:11:25.735226"
"QA017025","N027302","88.46",2,"Yes","2026-01-08 03:11:25.735226"
"QA017029","N029081","88.99",2,"Yes","2026-01-08 03:11:25.735226"
"QA017030","N040688","86.37",1,"Yes","2026-01-08 03:11:25.735226"
"QA017031","N012797","90.50",2,"Yes","2026-01-08 03:11:25.735226"
"QA017032","N002698","68.02",4,"Yes","2026-01-08 03:11:25.735226"
"QA017033","N041008","80.08",2,"Yes","2026-01-08 03:11:25.735226"
"QA017034","N014013","75.01",3,"No","2026-01-08 03:11:25.735226"
"QA017036","N048286","81.48",1,"Yes","2026-01-08 03:11:25.735226"
"QA017037","N037214","95.12",1,"Yes","2026-01-08 03:11:25.735226"
"QA017038","N036050","83.70",2,"Yes","2026-01-08 03:11:25.735226"
"QA017040","N012202","71.34",4,"Yes","2026-01-08 03:11:25.735226"
"QA017041","N049285","95.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA017042","N026616","83.56",3,"Yes","2026-01-08 03:11:25.735226"
"QA017044","N006835","61.40",2,"Yes","2026-01-08 03:11:25.735226"
"QA017045","N014085","80.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA017046","N044628","75.82",2,"No","2026-01-08 03:11:25.735226"
"QA017047","N033856","76.17",0,"Yes","2026-01-08 03:11:25.735226"
"QA017048","N014640","98.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA017050","N046781","74.83",3,"Yes","2026-01-08 03:11:25.735226"
"QA017051","N041639","75.69",0,"Yes","2026-01-08 03:11:25.735226"
"QA017052","N001522","78.94",1,"No","2026-01-08 03:11:25.735226"
"QA017053","N039314","83.88",0,"Yes","2026-01-08 03:11:25.735226"
"QA017054","N009291","82.66",1,"Yes","2026-01-08 03:11:25.735226"
"QA017057","N048147","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA017058","N010050","75.65",1,"Yes","2026-01-08 03:11:25.735226"
"QA017059","N001428","76.51",4,"Yes","2026-01-08 03:11:25.735226"
"QA017060","N005818","89.67",2,"No","2026-01-08 03:11:25.735226"
"QA017061","N002302","81.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA017062","N014751","73.89",0,"Yes","2026-01-08 03:11:25.735226"
"QA017063","N042872","76.20",2,"Yes","2026-01-08 03:11:25.735226"
"QA017066","N019973","79.64",2,"Yes","2026-01-08 03:11:25.735226"
"QA017070","N010847","80.39",2,"Yes","2026-01-08 03:11:25.735226"
"QA017071","N028980","77.30",1,"Yes","2026-01-08 03:11:25.735226"
"QA017072","N010014","95.06",3,"Yes","2026-01-08 03:11:25.735226"
"QA017073","N048455","74.38",2,"Yes","2026-01-08 03:11:25.735226"
"QA017075","N015411","71.42",2,"Yes","2026-01-08 03:11:25.735226"
"QA017076","N039613","89.17",4,"Yes","2026-01-08 03:11:25.735226"
"QA017078","N023079","83.05",4,"Yes","2026-01-08 03:11:25.735226"
"QA017079","N010262","96.52",2,"No","2026-01-08 03:11:25.735226"
"QA017080","N043124","69.64",2,"Yes","2026-01-08 03:11:25.735226"
"QA017082","N032583","80.55",5,"Yes","2026-01-08 03:11:25.735226"
"QA017084","N026515","82.87",2,"Yes","2026-01-08 03:11:25.735226"
"QA017088","N046475","75.19",2,"Yes","2026-01-08 03:11:25.735226"
"QA017089","N040874","81.70",3,"Yes","2026-01-08 03:11:25.735226"
"QA017090","N001699","79.64",2,"Yes","2026-01-08 03:11:25.735226"
"QA017092","N027903","84.11",4,"Yes","2026-01-08 03:11:25.735226"
"QA017093","N003978","81.80",2,"No","2026-01-08 03:11:25.735226"
"QA017095","N033785","75.91",3,"Yes","2026-01-08 03:11:25.735226"
"QA017099","N013252","84.36",2,"Yes","2026-01-08 03:11:25.735226"
"QA017100","N033152","69.20",0,"Yes","2026-01-08 03:11:25.735226"
"QA017101","N026809","81.92",1,"Yes","2026-01-08 03:11:25.735226"
"QA017103","N012658","80.46",1,"Yes","2026-01-08 03:11:25.735226"
"QA017105","N012085","78.98",3,"Yes","2026-01-08 03:11:25.735226"
"QA017106","N047541","71.69",0,"Yes","2026-01-08 03:11:25.735226"
"QA017108","N040947","76.89",2,"Yes","2026-01-08 03:11:25.735226"
"QA017109","N017535","97.48",0,"Yes","2026-01-08 03:11:25.735226"
"QA017111","N045037","90.94",3,"Yes","2026-01-08 03:11:25.735226"
"QA017112","N039166","69.25",4,"Yes","2026-01-08 03:11:25.735226"
"QA017113","N021411","67.57",2,"Yes","2026-01-08 03:11:25.735226"
"QA017114","N041006","73.42",2,"Yes","2026-01-08 03:11:25.735226"
"QA017116","N048350","80.86",6,"Yes","2026-01-08 03:11:25.735226"
"QA017121","N038787","87.37",2,"Yes","2026-01-08 03:11:25.735226"
"QA017124","N026448","88.97",1,"Yes","2026-01-08 03:11:25.735226"
"QA017125","N020042","69.91",1,"Yes","2026-01-08 03:11:25.735226"
"QA017126","N041295","90.97",1,"Yes","2026-01-08 03:11:25.735226"
"QA017129","N040700","83.18",5,"Yes","2026-01-08 03:11:25.735226"
"QA017131","N047685","84.49",0,"Yes","2026-01-08 03:11:25.735226"
"QA017133","N018027","69.96",3,"Yes","2026-01-08 03:11:25.735226"
"QA017134","N022680","80.36",4,"Yes","2026-01-08 03:11:25.735226"
"QA017135","N038241","96.56",2,"Yes","2026-01-08 03:11:25.735226"
"QA017136","N034113","90.11",1,"Yes","2026-01-08 03:11:25.735226"
"QA017138","N042189","76.11",2,"Yes","2026-01-08 03:11:25.735226"
"QA017140","N028081","58.27",3,"Yes","2026-01-08 03:11:25.735226"
"QA017141","N020632","80.54",2,"Yes","2026-01-08 03:11:25.735226"
"QA017142","N044326","81.45",1,"Yes","2026-01-08 03:11:25.735226"
"QA017144","N019328","81.64",1,"No","2026-01-08 03:11:25.735226"
"QA017145","N013372","83.14",2,"No","2026-01-08 03:11:25.735226"
"QA017146","N030730","72.45",2,"Yes","2026-01-08 03:11:25.735226"
"QA017147","N003603","82.50",8,"No","2026-01-08 03:11:25.735226"
"QA017148","N013073","98.95",2,"Yes","2026-01-08 03:11:25.735226"
"QA017151","N042570","84.98",0,"Yes","2026-01-08 03:11:25.735226"
"QA017152","N046362","65.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA017153","N002465","86.64",2,"Yes","2026-01-08 03:11:25.735226"
"QA017154","N036621","78.81",0,"Yes","2026-01-08 03:11:25.735226"
"QA017157","N024964","77.13",1,"Yes","2026-01-08 03:11:25.735226"
"QA017158","N037363","94.58",2,"Yes","2026-01-08 03:11:25.735226"
"QA017159","N017970","76.61",0,"Yes","2026-01-08 03:11:25.735226"
"QA017160","N031076","85.39",0,"Yes","2026-01-08 03:11:25.735226"
"QA017161","N005537","84.10",3,"Yes","2026-01-08 03:11:25.735226"
"QA017162","N043998","94.08",2,"No","2026-01-08 03:11:25.735226"
"QA017164","N008008","89.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA017167","N036447","94.98",2,"No","2026-01-08 03:11:25.735226"
"QA017169","N036552","92.01",0,"Yes","2026-01-08 03:11:25.735226"
"QA017170","N014492","74.46",3,"Yes","2026-01-08 03:11:25.735226"
"QA017171","N041684","100.00",5,"Yes","2026-01-08 03:11:25.735226"
"QA017173","N028782","96.43",1,"Yes","2026-01-08 03:11:25.735226"
"QA017174","N002290","96.16",1,"Yes","2026-01-08 03:11:25.735226"
"QA017175","N011205","92.83",1,"Yes","2026-01-08 03:11:25.735226"
"QA017176","N014432","82.80",2,"Yes","2026-01-08 03:11:25.735226"
"QA017177","N031040","73.79",2,"Yes","2026-01-08 03:11:25.735226"
"QA017178","N022317","77.89",1,"Yes","2026-01-08 03:11:25.735226"
"QA017179","N020141","93.40",1,"No","2026-01-08 03:11:25.735226"
"QA017180","N018561","95.10",2,"Yes","2026-01-08 03:11:25.735226"
"QA017181","N003726","74.29",0,"Yes","2026-01-08 03:11:25.735226"
"QA017182","N004582","88.31",1,"No","2026-01-08 03:11:25.735226"
"QA017184","N019858","94.88",3,"Yes","2026-01-08 03:11:25.735226"
"QA017185","N010805","88.54",1,"Yes","2026-01-08 03:11:25.735226"
"QA017186","N027849","93.53",3,"Yes","2026-01-08 03:11:25.735226"
"QA017187","N008377","94.65",0,"Yes","2026-01-08 03:11:25.735226"
"QA017188","N049016","72.22",2,"No","2026-01-08 03:11:25.735226"
"QA017190","N028666","78.76",2,"Yes","2026-01-08 03:11:25.735226"
"QA017191","N021471","82.17",3,"Yes","2026-01-08 03:11:25.735226"
"QA017193","N042270","81.41",2,"Yes","2026-01-08 03:11:25.735226"
"QA017195","N005821","84.78",2,"Yes","2026-01-08 03:11:25.735226"
"QA017198","N041831","68.46",2,"Yes","2026-01-08 03:11:25.735226"
"QA017200","N006230","61.26",1,"Yes","2026-01-08 03:11:25.735226"
"QA017202","N021098","67.69",1,"No","2026-01-08 03:11:25.735226"
"QA017203","N021281","65.97",2,"Yes","2026-01-08 03:11:25.735226"
"QA017204","N022513","86.87",3,"Yes","2026-01-08 03:11:25.735226"
"QA017205","N024846","94.60",3,"Yes","2026-01-08 03:11:25.735226"
"QA017206","N029216","82.42",1,"Yes","2026-01-08 03:11:25.735226"
"QA017207","N004020","58.14",1,"Yes","2026-01-08 03:11:25.735226"
"QA017208","N017196","89.43",0,"Yes","2026-01-08 03:11:25.735226"
"QA017209","N007222","80.63",2,"Yes","2026-01-08 03:11:25.735226"
"QA017211","N031846","91.91",1,"Yes","2026-01-08 03:11:25.735226"
"QA017214","N040232","75.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA017215","N041711","72.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA017216","N028775","69.01",2,"No","2026-01-08 03:11:25.735226"
"QA017217","N013012","74.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA017219","N019885","83.07",3,"Yes","2026-01-08 03:11:25.735226"
"QA017223","N001349","80.65",3,"Yes","2026-01-08 03:11:25.735226"
"QA017224","N043204","66.64",0,"Yes","2026-01-08 03:11:25.735226"
"QA017225","N034400","99.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA017226","N016829","80.27",0,"Yes","2026-01-08 03:11:25.735226"
"QA017227","N045708","93.37",4,"Yes","2026-01-08 03:11:25.735226"
"QA017230","N012279","92.90",1,"Yes","2026-01-08 03:11:25.735226"
"QA017233","N040100","95.73",4,"Yes","2026-01-08 03:11:25.735226"
"QA017234","N013046","89.01",1,"Yes","2026-01-08 03:11:25.735226"
"QA017235","N036512","80.25",2,"Yes","2026-01-08 03:11:25.735226"
"QA017236","N032975","87.26",3,"Yes","2026-01-08 03:11:25.735226"
"QA017238","N023366","90.07",2,"No","2026-01-08 03:11:25.735226"
"QA017240","N023962","85.41",2,"No","2026-01-08 03:11:25.735226"
"QA017241","N047780","92.04",5,"Yes","2026-01-08 03:11:25.735226"
"QA017242","N030692","79.63",2,"Yes","2026-01-08 03:11:25.735226"
"QA017243","N006844","93.39",0,"Yes","2026-01-08 03:11:25.735226"
"QA017244","N006300","75.67",4,"Yes","2026-01-08 03:11:25.735226"
"QA017246","N038412","55.10",2,"Yes","2026-01-08 03:11:25.735226"
"QA017247","N044848","86.60",2,"Yes","2026-01-08 03:11:25.735226"
"QA017248","N022192","80.58",3,"Yes","2026-01-08 03:11:25.735226"
"QA017250","N002122","96.98",1,"Yes","2026-01-08 03:11:25.735226"
"QA017251","N036432","69.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA017252","N003856","79.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA017253","N025963","88.23",3,"Yes","2026-01-08 03:11:25.735226"
"QA017254","N021133","83.83",1,"Yes","2026-01-08 03:11:25.735226"
"QA017255","N013997","95.86",3,"Yes","2026-01-08 03:11:25.735226"
"QA017256","N019233","75.58",1,"Yes","2026-01-08 03:11:25.735226"
"QA017257","N002920","91.21",1,"Yes","2026-01-08 03:11:25.735226"
"QA017258","N033312","80.55",4,"Yes","2026-01-08 03:11:25.735226"
"QA017259","N036431","90.22",1,"Yes","2026-01-08 03:11:25.735226"
"QA017260","N024361","80.80",2,"Yes","2026-01-08 03:11:25.735226"
"QA017262","N029577","88.15",1,"Yes","2026-01-08 03:11:25.735226"
"QA017263","N044171","83.67",0,"Yes","2026-01-08 03:11:25.735226"
"QA017265","N045251","94.45",2,"Yes","2026-01-08 03:11:25.735226"
"QA017266","N002897","87.15",0,"Yes","2026-01-08 03:11:25.735226"
"QA017267","N017882","91.22",2,"Yes","2026-01-08 03:11:25.735226"
"QA017269","N002949","77.23",4,"Yes","2026-01-08 03:11:25.735226"
"QA017270","N009898","84.76",0,"Yes","2026-01-08 03:11:25.735226"
"QA017272","N028725","91.55",2,"Yes","2026-01-08 03:11:25.735226"
"QA017273","N014384","90.65",4,"Yes","2026-01-08 03:11:25.735226"
"QA017274","N013310","81.13",0,"Yes","2026-01-08 03:11:25.735226"
"QA017275","N040077","76.64",1,"No","2026-01-08 03:11:25.735226"
"QA017276","N025327","63.74",2,"No","2026-01-08 03:11:25.735226"
"QA017277","N020333","88.33",5,"Yes","2026-01-08 03:11:25.735226"
"QA017278","N006612","78.99",1,"Yes","2026-01-08 03:11:25.735226"
"QA017279","N014807","89.24",1,"Yes","2026-01-08 03:11:25.735226"
"QA017281","N019017","96.01",1,"Yes","2026-01-08 03:11:25.735226"
"QA017286","N002397","60.73",3,"Yes","2026-01-08 03:11:25.735226"
"QA017288","N044786","81.50",1,"Yes","2026-01-08 03:11:25.735226"
"QA017289","N029848","80.74",3,"Yes","2026-01-08 03:11:25.735226"
"QA017290","N010374","72.81",1,"Yes","2026-01-08 03:11:25.735226"
"QA017291","N044537","98.06",2,"Yes","2026-01-08 03:11:25.735226"
"QA017292","N005149","84.24",2,"Yes","2026-01-08 03:11:25.735226"
"QA017293","N005087","77.50",3,"Yes","2026-01-08 03:11:25.735226"
"QA017295","N030012","83.81",5,"Yes","2026-01-08 03:11:25.735226"
"QA017296","N049305","81.46",0,"Yes","2026-01-08 03:11:25.735226"
"QA017297","N032331","82.27",3,"Yes","2026-01-08 03:11:25.735226"
"QA017298","N011020","69.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA017300","N018669","87.50",2,"Yes","2026-01-08 03:11:25.735226"
"QA017301","N024792","77.55",0,"Yes","2026-01-08 03:11:25.735226"
"QA017303","N014108","65.89",1,"Yes","2026-01-08 03:11:25.735226"
"QA017305","N044124","83.92",5,"Yes","2026-01-08 03:11:25.735226"
"QA017307","N026682","84.16",0,"No","2026-01-08 03:11:25.735226"
"QA017311","N046609","75.20",3,"Yes","2026-01-08 03:11:25.735226"
"QA017312","N010109","76.05",4,"Yes","2026-01-08 03:11:25.735226"
"QA017313","N021032","87.03",2,"Yes","2026-01-08 03:11:25.735226"
"QA017314","N030034","73.47",0,"Yes","2026-01-08 03:11:25.735226"
"QA017316","N020492","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA017317","N007582","85.32",0,"Yes","2026-01-08 03:11:25.735226"
"QA017318","N015087","74.95",2,"Yes","2026-01-08 03:11:25.735226"
"QA017319","N010755","93.77",0,"No","2026-01-08 03:11:25.735226"
"QA017320","N020662","76.46",1,"Yes","2026-01-08 03:11:25.735226"
"QA017324","N046086","89.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA017325","N040714","78.23",4,"Yes","2026-01-08 03:11:25.735226"
"QA017326","N010796","95.39",0,"Yes","2026-01-08 03:11:25.735226"
"QA017327","N046687","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA017328","N027893","79.27",6,"Yes","2026-01-08 03:11:25.735226"
"QA017329","N020853","91.94",3,"Yes","2026-01-08 03:11:25.735226"
"QA017331","N043853","81.52",1,"Yes","2026-01-08 03:11:25.735226"
"QA017332","N015178","87.83",3,"Yes","2026-01-08 03:11:25.735226"
"QA017333","N022229","77.60",6,"Yes","2026-01-08 03:11:25.735226"
"QA017334","N018085","91.26",2,"Yes","2026-01-08 03:11:25.735226"
"QA017335","N043051","74.20",5,"Yes","2026-01-08 03:11:25.735226"
"QA017336","N047053","77.35",2,"Yes","2026-01-08 03:11:25.735226"
"QA017338","N024630","89.76",1,"Yes","2026-01-08 03:11:25.735226"
"QA017339","N010009","92.69",3,"Yes","2026-01-08 03:11:25.735226"
"QA017340","N027041","98.67",0,"Yes","2026-01-08 03:11:25.735226"
"QA017341","N034914","84.17",6,"Yes","2026-01-08 03:11:25.735226"
"QA017342","N045543","91.39",0,"Yes","2026-01-08 03:11:25.735226"
"QA017343","N007075","80.37",4,"Yes","2026-01-08 03:11:25.735226"
"QA017345","N008274","79.03",1,"Yes","2026-01-08 03:11:25.735226"
"QA017347","N026202","81.56",4,"Yes","2026-01-08 03:11:25.735226"
"QA017348","N014557","69.12",1,"Yes","2026-01-08 03:11:25.735226"
"QA017350","N018708","84.62",2,"Yes","2026-01-08 03:11:25.735226"
"QA017352","N010593","69.05",3,"Yes","2026-01-08 03:11:25.735226"
"QA017353","N025322","80.92",1,"Yes","2026-01-08 03:11:25.735226"
"QA017355","N027378","78.01",3,"Yes","2026-01-08 03:11:25.735226"
"QA017356","N028921","75.33",2,"Yes","2026-01-08 03:11:25.735226"
"QA017357","N019404","90.48",2,"Yes","2026-01-08 03:11:25.735226"
"QA017358","N021379","97.34",1,"No","2026-01-08 03:11:25.735226"
"QA017359","N019148","77.47",5,"Yes","2026-01-08 03:11:25.735226"
"QA017361","N006128","75.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA017363","N011691","75.41",0,"Yes","2026-01-08 03:11:25.735226"
"QA017364","N045362","81.16",4,"Yes","2026-01-08 03:11:25.735226"
"QA017365","N035793","97.99",2,"Yes","2026-01-08 03:11:25.735226"
"QA017366","N012909","66.68",3,"Yes","2026-01-08 03:11:25.735226"
"QA017367","N028987","83.91",2,"Yes","2026-01-08 03:11:25.735226"
"QA017368","N027306","75.99",3,"Yes","2026-01-08 03:11:25.735226"
"QA017369","N024957","81.75",1,"Yes","2026-01-08 03:11:25.735226"
"QA017371","N048182","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA017372","N006761","70.71",4,"Yes","2026-01-08 03:11:25.735226"
"QA017373","N013875","95.38",1,"Yes","2026-01-08 03:11:25.735226"
"QA017374","N028901","76.58",4,"Yes","2026-01-08 03:11:25.735226"
"QA017375","N008100","81.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA017376","N040586","93.54",1,"No","2026-01-08 03:11:25.735226"
